Time,EEG_C3,EEG_C4,EEG_O1,EEG_O2,EEG_F3,EEG_F4,EEG_P3,EEG_P4,ECG_I,ECG_II,ECG_III
8.774000000000001,-4.286954905776261e-05,3.956019738646181e-05,4.563940088378497e-05,-2.389911637199032e-05,-3.1495664130135464e-05,1.0212207470943601e-05,4.6743958232732626e-05,-1.4914026902090278e-05,0.00021763111522105926,-6.675237993276732e-06,4.4027879795811837e-05
8.776,-4.705643440360834e-05,3.9565454216412724e-05,4.7523621132449794e-05,-2.079117318313131e-05,-2.969993741813037e-05,9.343942759810695e-06,4.398892111821821e-05,-1.1207450220852312e-05,0.0002495603293587626,-1.7502465945154706e-05,3.8424466432151695e-05
8.778,-5.05678505897386e-05,3.670754980795626e-05,5.049496799076712e-05,-1.850666562245406e-05,-2.68587321727035e-05,9.721823077313973e-06,3.866537141185105e-05,-9.116338995751235e-06,0.00023984749361472186,-6.025562593062959e-05,1.4360692793415173e-05
8.78,-5.21445858942855e-05,3.268498839188593e-05,5.396169031173241e-05,-1.7510218639319116e-05,-2.485084221896702e-05,1.0790796669469203e-05,3.7482705496914555e-05,-7.296113392636439e-06,0.00022689124410490337,-9.451590194431038e-05,3.859385063801236e-06
8.782,-5.488258510100478e-05,2.9828876420008076e-05,5.4198916910502194e-05,-1.8344434370531754e-05,-2.24820140808757e-05,1.0635503525188334e-05,3.5190542920570785e-05,-5.804737132073301e-06,0.0001948328173055058,1.8287103188813186e-05,3.9785111390392515e-05
8.784,-5.3944133617060515e-05,2.3889200497221687e-05,5.685668319802363e-05,-1.780688398589035e-05,-1.8794802257774264e-05,1.2416674472524765e-05,3.364968240481765e-05,-3.6217134835895174e-06,0.0001755616306448267,-6.007229349905625e-05,3.398438042532451e-05
8.786,-5.266828304184977e-05,1.9023396319974354e-05,5.83668848762503e-05,-2.127247058303677e-05,-1.604027918709082e-05,1.3027316067897717e-05,3.2538224008430714e-05,-1.725418924610466e-06,0.00023329298654461435,-1.2304330242616617e-05,2.7631254437852586e-05
8.788,-5.013859124242514e-05,1.436700351719436e-05,5.848143679649727e-05,-2.4984340754112278e-05,-1.3325412929748536e-05,1.3413461216228166e-05,3.1751040707870764e-05,5.089119918266465e-07,0.00010923469460213115,0.00010343026642378279,-8.66292489716933e-07
8.790000000000001,-4.7008011437180814e-05,8.59494010071595e-06,5.88463558575693e-05,-2.829702741491828e-05,-1.0813467130622993e-05,1.3573911399164362e-05,3.135560007667194e-05,4.3308773781559825e-07,0.00013333721751063236,-5.1311139549902745e-05,-4.193155230353253e-05
8.792,-4.236931075742551e-05,3.1733541399789746e-06,5.680918182342517e-05,-3.1996228157431346e-05,-8.715314317682894e-06,1.4017253390400825e-05,3.327478600652408e-05,1.936542817148908e-06,5.771146631275564e-05,-7.200182446301051e-05,8.495251579526916e-05
8.794,-3.72257600427632e-05,4.2177787932139473e-07,5.652682521363031e-05,-3.7961271829220664e-05,-8.292846943684122e-06,1.407761398584382e-05,3.202843425148628e-05,3.4395570067864656e-06,0.00016126739136892301,4.7479183512689725e-07,4.167898795795987e-05
8.796,-3.118930937872547e-05,-2.471000761419344e-06,5.577741112974425e-05,-4.08519828542276e-05,-6.885406557526649e-06,1.3299281569110685e-05,3.1093508098524296e-05,3.2665933057928215e-06,0.00013103681567001838,-9.220221174636943e-06,9.197298803154801e-06
8.798,-2.556247261923703e-05,-4.642447376616881e-06,5.457095293800975e-05,-4.6331509069877826e-05,-6.864701850614918e-06,1.3538672281877863e-05,3.002693138204017e-05,2.9413264809799363e-06,0.00011993669552611581,0.0001125848896479003,5.475549109437653e-06
8.8,-1.950094994646563e-05,-6.386117108474496e-06,5.4672047967098495e-05,-4.775501618871515e-05,-7.479987803952057e-06,1.3722746348538719e-05,2.5310581852604658e-05,3.986144449127608e-06,0.00014482981585650396,-6.806607910077816e-05,2.6688737276961053e-05
8.802,-1.270523365801158e-05,-6.240958750749764e-06,5.207596274970359e-05,-5.042658990793591e-05,-8.289036874081979e-06,1.2975203331500756e-05,2.267083581109215e-05,1.300894841413977e-06,0.00011697846594295293,0.00012367121124605345,-1.0706468541706656e-06
8.804,-7.885853539145478e-06,-4.61204477196193e-06,5.0343797455335696e-05,-5.0669866610981644e-05,-9.074536166517529e-06,1.402267425159404e-05,2.0126407294028243e-05,-7.985621562642107e-07,0.00011631386629374034,1.2818840934934518e-05,1.0946473105108609e-05
8.806000000000001,-2.269324997891828e-06,-3.7286335611181177e-06,4.958181610017164e-05,-4.84715793773497e-05,-9.865356497660447e-06,1.4797090212660471e-05,1.1247113506113358e-05,-2.1748656535079495e-06,0.00020239191747623722,0.00010395763892246845,1.367751877097711e-05
8.808,1.193101402671535e-06,-2.3085164932136717e-06,4.7072940865388955e-05,-4.662883655671056e-05,-1.0830039002572772e-05,1.6882647662397876e-05,6.757708978082259e-06,-5.092824639802363e-06,0.0001552727868402991,-0.00011442088777613343,3.987457594877437e-05
8.81,4.07436733500907e-06,-1.0645652221326464e-07,4.108034948655207e-05,-4.227411471445996e-05,-1.1329839178807282e-05,2.014800974190419e-05,1.4520677572967994e-06,-1.0167394513567478e-05,0.0001261265792811269,2.5229150675462946e-05,9.925364642577874e-05
8.812,6.795175932125844e-06,3.865516842665946e-06,3.5991464923085424e-05,-3.6994611420205174e-05,-1.1608958509351642e-05,2.45609592045969e-05,-6.141666943620102e-06,-1.371949168059418e-05,9.558905922235031e-05,-3.6897796978479986e-05,-3.1633469698989474e-05
8.814,8.788454901287786e-06,5.636144835441097e-06,3.140186394712778e-05,-3.0182368125487365e-05,-1.2691141043763336e-05,2.8699204888556392e-05,-8.99316741418067e-06,-1.7354745361831216e-05,0.00010268794469739545,2.2381978944589252e-05,-2.584809568605588e-06
8.816,7.829098916528945e-06,7.449574533127326e-06,2.503816795615844e-05,-2.4322750509313142e-05,-1.2307760463588447e-05,3.3547092518464063e-05,-1.6230238612488026e-05,-2.26515745096726e-05,6.891753868772869e-05,6.45477733091123e-05,2.4391539888556303e-05
8.818,8.195956263614424e-06,1.0509062774951238e-05,1.939491872897855e-05,-2.06392551778114e-05,-1.2973181968060512e-05,3.9192614340106185e-05,-2.053928111655956e-05,-2.778548090248381e-05,-4.092589145410639e-06,-3.268587891853702e-05,-1.638252815459549e-05
8.82,7.61001777290293e-06,1.2002485435154579e-05,1.1610523930819254e-05,-1.585379533121979e-05,-1.2957463413949062e-05,4.5505742442287674e-05,-2.198768946007818e-05,-3.045339462914504e-05,0.00020622496498558853,-6.639069173221494e-05,2.858059281656319e-05
8.822000000000001,7.042455738783963e-06,1.4514093945681834e-05,1.8333779966879325e-06,-1.0201332318004525e-05,-1.159959028950234e-05,5.019081046259963e-05,-2.1568512533894507e-05,-3.326398637547518e-05,9.795750768498984e-05,-0.0001142311879734116,-7.739757132968707e-06
8.824,5.378208531367622e-06,1.5773532281437246e-05,-3.186122720263805e-06,-9.025433197609588e-06,-1.1876874445081548e-05,5.485438403835239e-05,-2.1814734433671687e-05,-3.617481344907546e-05,0.00018373596703601407,6.569596864094915e-05,-4.577502395116636e-06
8.826,4.108193263076938e-06,1.7459281929825988e-05,-8.386022205727516e-06,-7.993451146965525e-06,-1.1467715314931047e-05,5.8186963354307034e-05,-2.0778589304609912e-05,-3.825023394913394e-05,0.0001055888131308693,-8.535016578888844e-06,-5.678152728902503e-05
8.828,2.836820938703008e-06,1.8664380456896713e-05,-1.7085595720693742e-05,-8.119787706156068e-06,-1.1625434499395708e-05,6.255618573717026e-05,-1.7035104586050468e-05,-4.203808534667056e-05,9.801327138750128e-05,8.754950555397467e-05,1.939308853603999e-06
8.83,2.364423264305134e-06,1.9624892557002517e-05,-1.875357773479717e-05,-1.0589457841295993e-05,-1.2573200589807903e-05,6.465921920737714e-05,-1.2655589456180422e-05,-4.357068944235265e-05,5.1484906497474344e-05,-7.403781832694827e-05,-7.774002781187753e-05
8.832,3.4523877220770244e-06,2.186516831521717e-05,-2.3176292262749144e-05,-1.7080278685870394e-05,-1.2415002658613012e-05,6.350552504084893e-05,-6.82880855003676e-06,-4.631173248090044e-05,3.348459541297246e-05,3.109137555706771e-05,-2.2887871871293627e-05
8.834,4.31033492570962e-06,2.225392368150841e-05,-2.566913959853676e-05,-1.988315986708889e-05,-1.1965382794542591e-05,6.19214941203232e-05,1.2147414600970363e-06,-4.647658429390246e-05,0.00017877525426283282,-4.256779235662051e-05,-4.9555433310633125e-05
8.836,4.149716864915916e-06,2.420724493874355e-05,-2.4584940987407447e-05,-2.5195558496761085e-05,-1.250921135509649e-05,5.7187231281435294e-05,7.839899049839684e-06,-4.855946348776855e-05,0.00011519519371150105,-8.72915158687188e-05,-3.229723835974107e-05
8.838000000000001,4.878434771621532e-06,2.5337218216641576e-05,-2.1808491976239e-05,-2.95706737861387e-05,-1.320973859927743e-05,5.406347673891405e-05,1.3678765276560265e-05,-4.918239059589162e-05,0.00019627395995891134,-4.5400555923201244e-05,-6.730797634841337e-05
8.84,6.306834292747653e-06,2.5516112726879112e-05,-1.776879609440586e-05,-3.630042515415233e-05,-1.2084566038675782e-05,4.761945796385182e-05,2.0122604785421712e-05,-5.0551358418976665e-05,0.0001530784148263346,4.820272330867478e-05,5.6015653055443674e-06
8.842,6.828352776151209e-06,2.803541888827019e-05,-1.3340477561800002e-05,-3.753554006136911e-05,-1.190432940918859e-05,4.068890400669582e-05,2.5224094586838268e-05,-5.2074973343691294e-05,0.0001383678481941796,-1.586578536239203e-05,3.0697440210006835e-05
8.844,5.915372125539463e-06,2.9340835718899906e-05,-5.534871536567445e-06,-4.126107038944811e-05,-1.224091183320705e-05,3.1543106679988275e-05,2.9813529813475993e-05,-5.3841079822869236e-05,8.84023357981481e-05,3.7546383486850445e-05,-4.2162627116257944e-05
8.846,5.699139946485972e-06,2.989436909503494e-05,-5.758689651213734e-07,-4.2272812062748274e-05,-1.3105070190212708e-05,2.522042840288792e-05,3.4023102590341024e-05,-5.294613182343186e-05,0.00011415450955243175,9.24980626753421e-06,-7.4430273591777824e-06
8.848,5.1465234613786365e-06,3.0112406137071974e-05,7.517528084000884e-06,-4.497301364205942e-05,-1.1595519554478343e-05,1.8129499567093183e-05,3.865087441996965e-05,-5.550095994150376e-05,6.973319218064861e-05,8.143507529116279e-05,-4.2298023113197277e-05
8.85,2.4346203743575215e-06,3.084249654684963e-05,1.542529495981413e-05,-4.3423389477062615e-05,-1.1664429428531031e-05,1.1519426909088392e-05,4.213151317570066e-05,-5.309904510501579e-05,8.085418944181313e-05,5.0498436275826294e-05,-1.869736034807592e-05
8.852,-1.001534753845902e-06,3.130261996333881e-05,2.0210076922396124e-05,-4.066831587133535e-05,-1.058298536015378e-05,6.051543921664724e-06,4.2507914499350864e-05,-5.320923259718127e-05,0.00011574621345597513,-8.538718575964894e-06,6.139520821920293e-06
8.854000000000001,-5.380821301125666e-06,3.1611018104674836e-05,2.6344481875254187e-05,-3.83105242562043e-05,-9.880358091056107e-06,1.2947547825985856e-06,4.423618822778017e-05,-5.085219562811668e-05,2.227669875222368e-05,2.1431480824555422e-05,-5.175468604446569e-05
8.856,-1.0391350854383706e-05,2.985947823214986e-05,2.9730680226031845e-05,-3.3523260437449605e-05,-9.094597077106283e-06,-4.65124030222729e-07,4.5157062421677014e-05,-4.6077783678994155e-05,-3.9669329604832884e-05,0.00012289138205201185,-5.428070291732577e-05
8.858,-1.6212314417019625e-05,2.774417477654088e-05,3.522967730818851e-05,-2.8430761860446038e-05,-9.077739211076644e-06,-3.485030611070873e-06,4.607726899486338e-05,-4.376709116816446e-05,-2.4676145921479434e-05,5.498701053138938e-05,1.8459215608995543e-06
8.86,-2.166507395254041e-05,2.7040981221442296e-05,3.659910577650708e-05,-2.425745098013143e-05,-8.858544209713943e-06,-4.528330535630663e-06,4.3042351762972746e-05,-3.645440027384512e-05,4.767853249554948e-05,-5.144086298082158e-06,3.929269879409818e-05
8.862,-2.8022095494664006e-05,2.368478166555784e-05,3.822590979159275e-05,-1.8651434375599842e-05,-8.51706089779261e-06,-3.861605698680211e-06,4.3632654882036456e-05,-3.092391936377842e-05,-4.304537349682055e-06,-4.277120002032932e-05,1.9602803705936377e-05
8.864,-3.362044828983012e-05,2.1391428779326856e-05,3.872482561445612e-05,-1.2956814435887537e-05,-1.056324853997869e-05,-4.117278230878829e-06,4.36407533186411e-05,-2.1630204890900868e-05,1.3621615189033853e-05,9.866525476678755e-05,4.560940571629684e-08
8.866,-3.8857656031097173e-05,1.8220625294085948e-05,3.5629994217516685e-05,-8.346516764435611e-06,-1.098111476248597e-05,-4.021936771405617e-06,4.2553552374857745e-05,-1.471698778482369e-05,4.320619738172987e-05,5.2242787861994705e-05,-7.341495346354763e-05
8.868,-4.2830379321120915e-05,1.4101454572205626e-05,3.6143280175194686e-05,-5.530117539154122e-06,-1.2599991254008069e-05,-2.839881840756368e-06,4.2358647265517134e-05,-3.0154405286330695e-06,3.9105304006547826e-05,1.2607549897083324e-05,-7.52614084295342e-06
8.870000000000001,-4.759574719059219e-05,1.114299854843112e-05,3.591607859217817e-05,-1.6578992716654804e-06,-1.513501230884033e-05,-3.14078030733088e-06,4.2044332613022756e-05,5.818258296640369e-06,3.1878165641955564e-05,4.294583735873614e-05,3.2039737180387876e-05
8.872,-4.9592105383248395e-05,7.867734162645964e-06,3.311436018966403e-05,2.9923697791874505e-07,-1.7342053768397684e-05,-2.4434801812342842e-06,4.056168545197333e-05,1.7310094602149047e-05,0.00014993780653678581,2.2496414769363965e-05,-1.2068222705801622e-05
8.874,-5.135053411038475e-05,4.6868402379366566e-06,3.44710556317107e-05,3.5741933132426256e-06,-1.8769879916499638e-05,-4.959389933325024e-06,4.0202263781474615e-05,2.7143335205667207e-05,1.7687999904318885e-05,1.663331363542795e-05,5.873929228688998e-05
8.876,-5.128554929494495e-05,1.7037100740777585e-06,3.677011479998438e-05,5.543211657716838e-06,-2.1724565003409317e-05,-6.125414739258639e-06,3.730885662728004e-05,3.5169326396927574e-05,9.503302481598361e-05,0.00013212810403451046,4.0238692871904086e-06
8.878,-4.9624930786940664e-05,-1.9799377985265957e-06,3.9591087744899916e-05,8.524901418937156e-06,-2.30497485851698e-05,-9.514428124898962e-06,3.530307777434425e-05,4.4044055017894e-05,5.462034145353431e-05,7.740299482885198e-05,3.761917228067613e-05
8.88,-4.742741551263594e-05,-5.850883412429081e-06,4.214265352461058e-05,8.82068647335378e-06,-2.480479560851513e-05,-1.274651905710042e-05,3.413973342366213e-05,4.92410146957812e-05,9.762366411410005e-05,0.00013664397361298834,-6.89413635337964e-05
8.882,-4.58867708498088e-05,-9.46314751827472e-06,4.6798836547636475e-05,9.929116755981495e-06,-2.528336785164164e-05,-1.874823988785316e-05,3.074302680783977e-05,5.3536334411210824e-05,-4.115185187847498e-05,0.00012923170974876423,-3.691743675991293e-05
8.884,-4.147774115785238e-05,-1.2897903084222448e-05,5.115178565531493e-05,1.4424609649512908e-05,-2.6605188236427717e-05,-2.3064787228249085e-05,2.8943378113583084e-05,5.920014304897907e-05,7.892379595893936e-05,8.78485311933036e-05,7.492406895074185e-05
8.886000000000001,-3.712789056494796e-05,-1.782382829771642e-05,5.733839604782662e-05,1.5785246497076906e-05,-2.5775854460192854e-05,-2.9264874904293263e-05,2.4360660342117335e-05,5.85192553886056e-05,6.230490242774914e-05,0.0002953174479047132,-0.00010957830062427396
8.888,-3.316114651018639e-05,-2.2059771510914752e-05,6.336910825269032e-05,1.895683564173462e-05,-2.5560616069090276e-05,-3.442642271680872e-05,2.3445679583913364e-05,5.979421404128851e-05,-5.1994649809686695e-05,0.00019298724651493868,7.258103325457542e-06
8.89,-2.8321260222791065e-05,-2.68407394094292e-05,6.574023908023101e-05,2.0511186449072192e-05,-2.3720693124071674e-05,-3.8238255275537886e-05,1.8390151064982194e-05,5.900418459416517e-05,4.747712806826145e-05,0.0002517322719934334,-1.3549456742273182e-05
8.892,-2.504898254481383e-05,-2.9565058789006326e-05,7.150972601570662e-05,2.622049069067844e-05,-2.1740684769231995e-05,-4.2382402270443723e-05,1.6670017944759107e-05,5.4389902764407056e-05,-3.473057008207199e-05,0.0001659513435040813,2.443551829392123e-05
8.894,-2.0693029929322113e-05,-3.41458109562154e-05,7.604204253668666e-05,2.904705136319331e-05,-1.902322675640983e-05,-4.3969474012671025e-05,1.37277940819726e-05,5.235466857110954e-05,-4.531809142429171e-05,0.00022055777131408972,2.556668411481878e-05
8.896,-1.638901236625212e-05,-3.919811624411286e-05,7.43494417341116e-05,3.440940067414167e-05,-1.6285850595153727e-05,-4.568591285797591e-05,1.1321585435132357e-05,4.7933774952074425e-05,1.120210780995103e-05,0.00031374287024588457,-3.382338823363267e-05
8.898,-1.3915044011290334e-05,-4.2556631242618544e-05,7.483547926164481e-05,3.712016240768682e-05,-1.4950307204105464e-05,-4.611744127005571e-05,1.1769254773704851e-05,4.522626064173758e-05,-6.244397559677784e-05,0.0002209869766463823,8.88582301950949e-05
8.9,-1.167457126435383e-05,-4.587779642870092e-05,7.033564866679523e-05,3.9664534315000785e-05,-1.2729556616361488e-05,-4.613332865017009e-05,1.0325237359433037e-05,4.020578105604218e-05,1.9281155844607212e-05,0.00021042250839099755,3.321725848874458e-05
8.902000000000001,-8.169540324598655e-06,-4.8209311457836707e-05,6.665676908596154e-05,4.412015456492464e-05,-1.0659961936102891e-05,-4.352415009086176e-05,1.071118238642322e-05,3.628471333795356e-05,3.0254986173453207e-05,0.00021839011147722754,1.6998622587464187e-05
8.904,-7.112225587819704e-06,-5.037271476798228e-05,6.374441375178825e-05,4.68871466861407e-05,-1.0802332397749685e-05,-4.050341850754312e-05,9.237355319949643e-06,3.435667209963742e-05,-1.2167253434101163e-05,0.0002582256643684797,2.1816700546700554e-06
8.906,-5.523426386691846e-06,-5.1618604666201576e-05,5.291417128106003e-05,4.983801514646794e-05,-1.030649552580285e-05,-3.617550545544181e-05,9.239170233758894e-06,3.157972844688234e-05,-1.549410305388522e-05,0.00019847992939155544,7.435219735086462e-05
8.908,-3.104910726528081e-06,-5.1310749572606325e-05,4.42789156283371e-05,5.074277575926984e-05,-1.0907220537423065e-05,-3.2728298857494e-05,1.3470567755956206e-05,3.151265856659371e-05,4.9148967358583913e-05,0.0002258680556220899,2.2168222192865434e-05
8.91,-1.998436935932001e-06,-5.075290702698498e-05,3.658050787464626e-05,5.3540715084994676e-05,-1.2120944531094128e-05,-2.7343345029512254e-05,1.0375134793403471e-05,2.8661384236983904e-05,-2.145524741497131e-05,0.00021396574915408665,4.849019849642887e-05
8.912,-6.835887980537822e-07,-4.760754722154396e-05,2.3948849928851435e-05,5.3330737287905715e-05,-1.3904418607146585e-05,-2.3183338012655288e-05,1.3112657995835872e-05,2.9701837488518906e-05,-5.4535597856142914e-05,2.1674967157800708e-05,-3.075793715477386e-05
8.914,-3.071750206040578e-07,-4.612642528731362e-05,1.6851771133489002e-05,5.3562368402648014e-05,-1.7616530651846736e-05,-1.953159155883587e-05,1.3031937625398246e-05,3.088866711926456e-05,3.7402320575022866e-05,8.931627624122549e-05,2.1402537818014245e-06
8.916,1.4187349638019049e-06,-4.0883277131236756e-05,9.208592651379534e-06,5.486149065566415e-05,-1.9990863535798054e-05,-1.729453986798188e-05,1.4424363412407888e-05,3.075258853694397e-05,4.665436163824346e-05,0.00017148765448451263,9.203499709318328e-05
8.918000000000001,1.7877710785833522e-06,-3.5837157316148575e-05,3.568474543389921e-07,5.502400695927459e-05,-2.260903808082892e-05,-1.3485699589092164e-05,1.4401203646083358e-05,3.030173137281905e-05,2.2249365819757926e-05,4.842206288475046e-05,-4.930394205345325e-05
8.92,1.742530205094937e-06,-2.9641048756182746e-05,-2.2132149472958398e-06,5.2529707112384486e-05,-2.493515659677085e-05,-1.1326494355331517e-05,1.4918912684068712e-05,2.9744322008384636e-05,-3.629990022446306e-05,0.0001312811623036911,-2.383227485133574e-05
8.922,2.528251468893767e-06,-2.321880701081931e-05,-9.143107576095207e-06,5.084840412071725e-05,-2.777336582321292e-05,-1.084864693043051e-05,1.2839780335672329e-05,2.8180327670751177e-05,-3.271345193291981e-05,0.00016077530565891302,-1.5362878549324558e-06
8.924,2.336913249297999e-06,-1.894852203504384e-05,-1.2465564135892133e-05,5.092639166846158e-05,-2.9304550282010333e-05,-1.0580733941637758e-05,1.3624520496126507e-05,2.5041463813950693e-05,4.857694196422118e-06,0.00011527591737154361,2.7885255018521984e-05
8.926,2.2089170306490825e-06,-1.255086953563656e-05,-1.1937066947731234e-05,4.954288371830054e-05,-2.9861790505765946e-05,-1.1134184369499045e-05,1.2962854262245004e-05,2.2037677919516353e-05,-4.8157471133926155e-06,0.00012600184474643907,-3.3699008882333315e-05
8.928,1.1150216994592112e-06,-8.159618070675865e-06,-9.707633424666712e-06,4.744279174429066e-05,-2.9988494753636384e-05,-1.1214369325448201e-05,1.3360869682106305e-05,1.7739880246897278e-05,-1.727955720725485e-05,0.00013758460014912162,-5.990769930360651e-05
8.93,-1.5464058735447904e-06,-2.8612999885264005e-06,-7.354051379807522e-06,4.668588742239548e-05,-2.906939084313543e-05,-1.3521080445073596e-05,1.5220126945945722e-05,1.389849418977663e-05,2.9948001474205166e-05,3.679515304504471e-05,3.535564851265428e-06
8.932,-2.608711368691134e-06,9.719957908164239e-07,-4.281837621810788e-06,4.376433876472532e-05,-2.6815551749208943e-05,-1.4686141100804199e-05,1.5563591721397016e-05,6.2302392023802185e-06,-2.1382209227882825e-05,9.598737659772843e-05,2.2599470025990912e-05
8.934000000000001,-5.522889920346459e-06,4.172636652892246e-06,4.283559702423724e-07,4.1060696739304004e-05,-2.4452624926885988e-05,-1.4824446475703506e-05,1.717781098081468e-05,1.6795431067480026e-06,2.167615331408659e-05,1.1870559000562398e-06,2.007351474662239e-05
8.936,-7.620953974131201e-06,6.6438224070142965e-06,5.588097287192383e-06,3.7559552151728904e-05,-2.1371342679881296e-05,-1.598122841271935e-05,2.0061816932751257e-05,-4.544988688400503e-06,-5.734695444983845e-05,3.320067975653884e-05,6.94090526395082e-07
8.938,-9.471846851182537e-06,7.776294225876098e-06,8.207525208420543e-06,3.43762498140775e-05,-1.8272933647062647e-05,-1.703925362772848e-05,2.509490123917768e-05,-1.0472970690109637e-05,4.023116530264379e-05,6.04616763202796e-05,5.0772960126142485e-05
8.94,-1.3735836496457762e-05,7.6110542099070665e-06,1.5382040521597036e-05,2.8334378471246398e-05,-1.541235076056019e-05,-1.7777155358144802e-05,2.815959249746591e-05,-1.469683099047254e-05,-5.459296085289007e-05,-5.52310325058818e-05,4.392999259872355e-05
8.942,-1.671637988604756e-05,7.59241507482074e-06,2.0076186049816536e-05,2.3339040492958407e-05,-1.1445885896184516e-05,-1.7386586304298987e-05,3.5737524263389625e-05,-1.8575110227518466e-05,0.00010064944699609805,2.0095709631911254e-05,-1.994445333629137e-05
8.944,-1.8949931033435092e-05,6.545184436469394e-06,2.1606205090460134e-05,1.5970078223391832e-05,-9.35383612491227e-06,-1.7809906114089223e-05,4.038623528142796e-05,-2.1091243740951222e-05,5.6651193867730575e-05,2.2121889539839538e-05,-1.562669456813763e-05
8.946,-2.2666818963772855e-05,6.043396299054516e-06,2.715469017702487e-05,9.544957296744878e-06,-6.405403026901214e-06,-1.8241098135559934e-05,4.506902876737574e-05,-2.2239699927716495e-05,-3.163488944181568e-05,6.595268672986997e-05,-4.9106511068854354e-06
8.948,-2.5104885408192e-05,4.305124969115484e-06,3.0421164831621123e-05,3.0372841535638073e-06,-5.346466207254999e-06,-1.7195670716589165e-05,5.16834505200743e-05,-2.270286628260791e-05,9.154585853303116e-05,1.0517560309233946e-05,-2.8644196409506e-05
8.950000000000001,-2.81787676018426e-05,3.7624235718878564e-06,3.3006269168263655e-05,-4.289091890826601e-06,-5.116081091768791e-06,-1.758374380166173e-05,5.590985830847885e-05,-1.9244498494265574e-05,-2.7971359334229744e-05,0.00011504992560183655,-4.626265571781906e-05
8.952,-2.9523574082127476e-05,2.7416574187937337e-06,3.4983032451544477e-05,-9.563468141617797e-06,-5.983757306643803e-06,-1.6493506877007817e-05,5.914872551889418e-05,-1.5957655948730123e-05,-4.092861080493435e-05,-8.11523066697415e-06,-1.9005317139576677e-05
8.954,-3.076849563806923e-05,3.19543462479893e-06,3.6222445193932615e-05,-1.3979967703474645e-05,-7.750218487972022e-06,-1.805663766409311e-05,6.12794368938103e-05,-1.2962050615204762e-05,-1.9960718601501643e-05,3.736877626409193e-05,-4.086650586152048e-05
8.956,-3.240499531502336e-05,3.412715871519135e-06,3.757314643254489e-05,-1.9160749997415314e-05,-9.695437208708296e-06,-1.7112764401784e-05,6.473330950238712e-05,-5.861113716661928e-06,4.536439940943875e-05,-2.572482752504661e-05,-3.883812926867639e-05
8.958,-3.2762784369516924e-05,3.7109484862322812e-06,4.359625165050899e-05,-2.1817463200680758e-05,-1.1771386913119587e-05,-1.758097092501708e-05,6.384930295406485e-05,3.567676197515785e-07,-2.061304577512568e-05,5.1290483551868806e-05,4.763106974641401e-05
8.96,-3.473724357069515e-05,3.710248157964594e-06,4.308720729144503e-05,-2.3106807325318815e-05,-1.4620924082640929e-05,-1.7165216520794925e-05,6.148940121176792e-05,6.510909644982422e-06,-1.8436971384851585e-05,5.9709959901772537e-05,-3.722864881969937e-05
8.962,-3.633759723967851e-05,4.239102670808983e-06,4.4922342507642746e-05,-2.216388774963467e-05,-1.729956799565148e-05,-1.7102670703647585e-05,5.8782761855302986e-05,1.2318845526677683e-05,-4.466241629815527e-05,4.765714876367885e-05,5.15255475851764e-05
8.964,-3.736817114039022e-05,6.058348297976157e-06,4.850797185107155e-05,-2.019867410441186e-05,-2.0207026519251894e-05,-1.829425900923223e-05,5.220528047828065e-05,1.8780704593594444e-05,0.00011416841592485353,0.00013233984618792773,2.1374589978132174e-05
8.966,-3.7255932889604136e-05,6.037369056407956e-06,5.100601499185968e-05,-1.707985784667808e-05,-2.3073521956313817e-05,-1.6813142331955737e-05,4.6940390413228935e-05,2.4003377136332577e-05,-2.6172834709702687e-05,-4.571905683861245e-05,2.1421431803054376e-05
8.968,-3.949720869618084e-05,5.871582924180332e-06,5.157949822412396e-05,-1.3492328090163253e-05,-2.4831753927799436e-05,-1.775488014865974e-05,4.1001368069360664e-05,2.9890718887424948e-05,-3.548778021743147e-05,0.00010878937420212295,3.064845945116231e-05
8.97,-3.865784634194352e-05,6.082317365252954e-06,5.3027823921124895e-05,-7.2847397173131005e-06,-2.567986546613858e-05,-1.8229344879814405e-05,3.401759509956175e-05,3.322649240095073e-05,6.303148424440945e-06,6.158137336548316e-05,5.56518202583169e-05
8.972,-3.969056506819919e-05,3.879992106556382e-06,5.441807234091359e-05,-5.4042948318662423e-08,-2.629414527621463e-05,-1.660949781514011e-05,2.5297200546779082e-05,3.6305180734836e-05,-2.8054766025264894e-05,3.963829528159535e-05,-2.3741971611109333e-05
8.974,-3.9125038248478755e-05,1.427947784230664e-06,5.940823310599813e-05,7.610141876045176e-06,-2.5555701918396225e-05,-1.6529045543335342e-05,1.7715089166154724e-05,3.836868666212398e-05,8.88164049559542e-05,-5.049672591125196e-05,3.167156237597982e-05
8.976,-3.8744733242793475e-05,-1.505748032372249e-06,5.722436051126194e-05,1.3753966901646421e-05,-2.3691876737051672e-05,-1.6275871142388155e-05,1.1447569110082476e-05,4.127254231695751e-05,1.3883478681000126e-05,-5.0768299005331094e-05,-1.9156089590346234e-05
8.978,-3.875040156703004e-05,-4.971543232798345e-06,5.5492225506184936e-05,1.8222747270931426e-05,-2.3074076270601122e-05,-1.5745642931547708e-05,7.033276460056301e-06,4.130704925435896e-05,3.602975829592529e-05,1.0878556136258581e-05,-6.104910387042542e-05
